YP_001214693	5590.89	4549.479414	3852.340904	3526.104355	9687.057742
YP_001213862	3285.24	2593.718623	1883.514658	2419.032855	3892.364747
YP_001214692	5461.89	2342.510728	2356.941123	2696.230277	5622.646473
YP_001214665	1120.77	1466.593034	1013.028523	600.9627294	1802.456083
YP_001214348	1427.97	1224.652971	974.6893251	792.3998856	1033.80852
YP_001214566	460.1	1013.99184	449.1398812	275.4405604	163.1636621
YP_001214001	1221.01	966.3700788	461.0846034	366.5542823	893.7811984
YP_001214341	661.35	886.2695311	471.7218214	848.4095213	2633.390373
YP_001214649	689.09	877.7629853	547.1660305	503.5452992	1048.515479
YP_001214089	474.92	850.1001619	691.993495	435.5856888	1059.452335
YP_001214307	1309.54	730.131387	1138.316744	779.3891643	1654.924122
YP_001213929	1105.78	727.8558033	537.8851952	373.8413912	635.0400864
YP_001214671	779.46	719.9615964	480.7765928	431.5305426	1874.345903
YP_001213952	635.04	668.0700123	362.0625515	228.856101	580.2491063
YP_001213786	444.34	661.6156293	359.1359418	243.8943954	468.0174036
YP_001213951	716.41	643.3530354	463.7362706	368.4934599	470.4982026
YP_001214343	1347.31	631.7434209	361.3110421	455.0050881	662.1510404
YP_001214144	313.98	572.6278927	385.8786777	331.5054434	604.3279726
YP_001213942	655.69	506.7766367	364.9525022	293.7826388	322.2904685
YP_001214381	773.61	502.1178961	253.0753632	260.4796121	406.6820935
YP_001213945	594.45	498.758307	279.6897926	418.2491099	126.7608266
YP_001214355	183.06	495.4897413	303.8847285	215.1768884	269.491241
YP_001214344	1540.95	463.6150192	352.4762246	504.2911367	416.6675318
YP_001214145	469.09	460.4126523	464.8299306	580.8637893	741.1720467
YP_001214212	707.17	455.5304908	297.7199077	172.5205066	489.828873
YP_001213999	491.9	452.6011939	258.3237091	187.5698505	384.9684334
YP_001214027	735.89	444.3842679	364.7692072	299.7161906	624.7612203
YP_001214360	200.68	441.1488016	205.3636828	208.436727	142.0012907
YP_001213928	1706.95	426.4609429	255.6414927	401.1666682	691.7250099
YP_001213946	1029.49	423.4323478	309.8051559	331.0800398	444.9699806
YP_001214028	355.76	418.4177887	270.9282931	198.5806222	280.2146947
YP_001214390	220.59	414.3134631	273.5616308	235.5741635	108.5060583
YP_001213920	427.96	414.0072937	272.6757051	220.3867016	262.2088955
YP_001214107	744.6	403.6140821	310.568885	273.7610448	426.1994907
YP_001213931	503.49	396.0425944	168.527504	249.9163429	234.8134054
YP_001214712	97.68	395.7529746	277.3986055	118.7539082	211.0724257
YP_001213914	578.47	389.7950826	235.2713119	199.5363992	129.4194606
YP_001214666	898.91	389.0255216	267.0118906	236.0492896	216.5141784
YP_001214494	485.79	385.0701433	269.8101938	273.2417209	457.1783571
YP_001214037	366.36	373.7004995	263.4437485	206.6135686	360.8806753
YP_001214321	448.24	371.3918163	208.8585069	198.02815	278.4274525
YP_001214682	498.88	364.4740417	318.8171586	295.6610444	399.3108305
YP_001213926	640.55	358.2182552	267.1096479	237.9221705	483.0000069
YP_001213998	1238.79	353.2036961	267.0363299	281.3299145	502.3484608
YP_001214119	354.81	343.6379695	197.2192764	184.7909151	303.359927
YP_001213730	376.93	334.4942603	276.616547	189.9510058	284.7672721
YP_001213908	571.05	324.1589727	207.3860373	161.7583474	315.479386
YP_001213848	106.53	323.9686511	142.1635777	201.072272	127.214306
YP_001213940	629.97	316.4633622	349.5435051	272.6395261	598.8595447
YP_001213939	141.82	312.3838612	249.7638341	96.40640602	127.534409
YP_001214572	342.43	312.2928378	167.9165207	206.4588764	48.39780997
YP_001214672	400.71	311.7218732	227.7684378	181.9456831	231.0255188
YP_001213919	2286.74	305.6315836	272.8528903	608.5095002	189.8389203
YP_001214071	396.72	296.6699211	79.54390654	61.8105943	22.80734569
YP_001213781	990.75	295.4700679	196.7671488	213.6354908	247.1373747
YP_001213941	943.01	293.533753	194.0849324	245.2037546	206.9110854
YP_001214536	198.76	291.5891632	196.9871028	152.1121821	297.4913703
YP_001213821	404.21	286.6821772	164.2506214	151.018287	185.5797707
